//X,Y,Z,Nx,Ny,Nz
-69.31507874,139.12734985,-30.74117279,0.545424,-0.432692,-0.717837
-69.38092804,143.76719666,-21.39401054,-0.215084,0.769041,0.601926
-69.25096130,144.20448303,-30.70366478,0.753186,0.341768,-0.562055
-69.28857422,141.16667175,-18.70826721,-0.372192,0.601737,0.706672
-68.82640076,135.82438660,-27.84616089,0.279473,-0.627617,-0.726630
-69.03858948,130.95764160,-15.61067677,-0.809017,-0.087968,0.581165
-69.00116730,128.57014465,-16.06970787,-0.812004,-0.206442,0.545923
-69.17060089,131.95343018,-24.17902946,0.095512,-0.709727,-0.697972
-68.85181427,133.18635559,-25.46898842,0.213156,-0.698592,-0.683033
-68.81105042,139.13844299,-16.88513565,-0.381500,0.514619,0.767870
-68.79833984,129.54983521,-21.82841873,0.061896,-0.729797,-0.680856
-68.73960876,132.52737427,-15.12038517,-0.791073,-0.088542,0.605280
-68.38920593,139.90777588,-17.26379585,-0.351043,0.602489,0.716782
-68.67979431,145.10705566,-24.18629456,0.203249,0.922438,0.328325
-68.56694794,136.52369690,-28.34199333,0.376115,-0.609338,-0.698029
-68.37133026,130.26672363,-22.52667427,0.140023,-0.694092,-0.706137
-68.25028229,129.21641541,-21.43062210,0.079898,-0.684215,-0.724890
-68.55801392,145.37519836,-28.16052437,0.751998,0.613844,-0.240200
-68.52388000,136.40374756,-28.20807266,0.357582,-0.602501,-0.713531
-68.64679718,142.62570190,-19.91797256,-0.289688,0.718619,0.632193
-68.23376465,130.71047974,-14.58158398,-0.731789,-0.162789,0.661805
-68.37968445,143.43339539,-30.11988449,0.743046,0.331862,-0.581163
-68.31741333,127.47592926,-19.23590851,-0.322281,-0.872144,-0.368103
-67.93162537,141.24736023,-18.15307808,-0.312114,0.552202,0.773083
-68.01659393,128.78086853,-21.01630974,0.064813,-0.661088,-0.747504
-67.83311462,135.88674927,-27.56073570,0.287644,-0.564164,-0.773938
-68.18792725,144.57835388,-23.13615417,0.280319,0.905535,0.318478
-67.93527985,127.16149139,-18.76991272,-0.296961,-0.881838,-0.366302
-68.09117889,145.01826477,-27.36053276,0.778629,0.606272,-0.161773
-68.20903015,134.11827087,-14.26253891,-0.713802,-0.029566,0.699723
-67.84307098,129.33695984,-21.48676491,0.120663,-0.680775,-0.722486
-67.84657288,130.05503845,-14.37239456,-0.721486,-0.114075,0.682967
-67.50624847,144.93278503,-24.71811867,0.366002,0.912869,0.180865
-67.73645020,128.85412598,-14.31808662,-0.796659,-0.106708,0.594936
-67.50320435,141.69403076,-29.50034714,0.769784,0.064507,-0.635036
-67.37550354,131.66728210,-23.64457512,0.179265,-0.687949,-0.703271
-67.64545441,138.72802734,-15.96847248,-0.389793,0.583867,0.712153
-67.52344513,133.88537598,-13.58196163,-0.656536,0.142725,0.740669
-67.57284546,142.78887939,-29.23498154,0.812834,0.290859,-0.504680
-67.68878937,138.15023804,-15.48284626,-0.388216,0.555297,0.735482
-67.53127289,130.02766418,-22.11737442,0.166303,-0.694202,-0.700305
-67.08702087,127.11310577,-19.08820915,-0.113266,-0.861683,-0.494644
-67.01249695,144.72215271,-24.92754555,0.513033,0.857792,0.031466
-67.16084290,137.93820190,-15.12458801,-0.248793,0.514584,0.820552
-66.95906830,125.75409698,-16.71952057,-0.482825,-0.812096,-0.327688
-66.82704926,143.70286560,-26.97440720,0.638842,0.638842,-0.428675
-66.81787109,144.11459351,-26.31367683,0.624503,0.683822,-0.377338
-66.68878174,135.63005066,-13.45534325,-0.440008,0.443255,0.780973
-66.58462524,142.25241089,-28.11664009,0.787585,0.276207,-0.550836
-66.39849854,130.48416138,-12.51639080,-0.718968,-0.050028,0.693240
-66.43876648,130.08959961,-12.59571838,-0.736104,-0.107687,0.668247
-66.27056885,130.23477173,-21.95620155,0.172586,-0.688818,-0.704091
-66.00508118,140.40214539,-27.83502388,0.746767,0.089144,-0.659084
-66.34975433,134.11814880,-12.77709389,-0.589165,0.191287,0.785044
-65.94443512,138.36494446,-15.02232742,-0.321688,0.532946,0.782614
-66.10381317,136.68379211,-27.19344711,0.548407,-0.369402,-0.750195
-66.30402374,133.55296326,-25.07805824,0.225313,-0.585814,-0.778496
-66.19618225,136.80616760,-14.02688599,-0.348386,0.512143,0.785072
-66.16136932,141.96128845,-27.61283493,0.796543,0.224269,-0.561447
-66.17066956,139.91827393,-16.18384743,-0.202090,0.609357,0.766710
-66.25083923,124.85203552,-15.56729221,-0.635799,-0.751676,-0.175340
-65.91819763,131.46774292,-23.05874825,0.136716,-0.677569,-0.722640
-66.02539063,124.90835571,-13.68719482,-0.799367,-0.439089,0.410138
-65.69340515,134.64469910,-12.48664856,-0.450763,0.343212,0.824026
-65.53670502,132.84283447,-24.28363419,0.212958,-0.632657,-0.744577
-65.66966248,143.73187256,-24.89387894,0.636136,0.752074,-0.172382
-65.49891663,143.27801514,-21.42983627,0.278032,0.943667,0.179420
-65.76512146,130.14988708,-21.76278687,0.114306,-0.681382,-0.722947
-65.51377106,123.89834595,-14.16729069,-0.795241,-0.605831,0.023676
-65.35609436,126.73715973,-12.31089783,-0.735472,-0.052840,0.675492
-65.27360535,138.95249939,-27.02930832,0.702274,-0.073847,-0.708066
-64.94292450,123.88922119,-15.47531891,-0.439953,-0.746437,-0.499273
-65.22935486,143.48019409,-23.76379776,0.551215,0.834309,-0.009527
-65.15491486,137.74932861,-26.75446320,0.648154,-0.145872,-0.747407
-65.30643463,124.59147644,-16.31975365,-0.373412,-0.777537,-0.505965
-64.95010376,130.24851990,-21.77047920,0.070945,-0.687737,-0.722485
-65.15142822,130.48986816,-11.19923115,-0.737682,-0.104542,0.667006
-64.90615082,123.17465210,-13.48346424,-0.771018,-0.625990,0.116911
-64.78523254,135.53605652,-12.63942528,-0.239511,0.480548,0.843628
-64.86737823,126.66405487,-18.72776794,-0.035325,-0.690952,-0.722037
-64.89982605,141.07299805,-17.07065010,0.070166,0.803324,0.591395
-64.85931396,142.36093140,-19.00001907,0.080208,0.914913,0.395601
-64.69882965,140.42944336,-26.24334717,0.793466,0.217240,-0.568523
-64.60008240,128.72023010,-11.03072071,-0.695446,-0.223480,0.682943
-64.60363770,133.01930237,-11.20269680,-0.550786,0.262055,0.792441
-64.54385376,143.01956177,-23.11220932,0.633201,0.771040,-0.067484
-64.58454132,137.97041321,-26.27109337,0.708844,-0.086230,-0.700075
-64.58288574,138.53807068,-26.33146858,0.721768,-0.050024,-0.690325
-64.07803345,128.22186279,-19.92810249,0.161030,-0.591447,-0.790101
-64.32509613,123.85547638,-15.86330605,-0.370522,-0.736147,-0.566393
-64.34140778,142.85989380,-22.96489525,0.655988,0.749492,-0.089121
-64.03855133,134.82559204,-11.86942768,-0.314543,0.544462,0.777575
-64.40958405,142.70913696,-23.88368607,0.757730,0.614586,-0.219384
-64.07620239,123.44081879,-15.52835083,-0.393329,-0.712600,-0.580942
-63.89250565,125.31313324,-11.02672291,-0.687585,-0.193142,0.699946
-63.98838043,141.76635742,-24.33342171,0.754768,0.475224,-0.452203
-63.83507156,127.71714783,-10.55225658,-0.709354,-0.120456,0.694483
-63.96900558,142.54956055,-22.65071869,0.715971,0.695884,-0.055958
-63.73667908,126.89559937,-18.81716728,0.126062,-0.618445,-0.775651
-63.95936203,129.18411255,-20.63022041,0.123169,-0.636623,-0.761276
-63.57033920,140.28297424,-16.20547676,0.017893,0.824432,0.565679
-63.92669678,137.86926270,-25.59312630,0.695874,-0.009723,-0.718098
-63.60214233,139.78939819,-25.07838058,0.720620,0.237067,-0.651541
-63.83409119,140.69914246,-24.95012283,0.733011,0.331716,-0.593852
-63.62817764,141.26602173,-24.31955719,0.660758,0.463367,-0.590500
-63.45735168,122.76934052,-15.09042931,-0.372492,-0.717088,-0.589096
-63.13828659,130.47682190,-9.55142879,-0.517419,0.034312,0.855044
-63.29026031,132.36141968,-23.41278648,0.216020,-0.484913,-0.847464
-63.42343521,123.38130188,-10.86354160,-0.742114,-0.159350,0.651057
-63.05283356,140.08865356,-15.90723133,-0.015039,0.832587,0.553691
-62.90933990,134.55400085,-11.26145744,-0.272151,0.450510,0.850279
-62.93149948,128.26007080,-9.53691387,-0.667208,-0.117393,0.735563
-63.05524826,140.33282471,-24.25481415,0.707885,0.319115,-0.630131
-62.95641708,124.90093994,-10.19952297,-0.702561,-0.029567,0.711009
-62.61365509,135.18676758,-24.15785027,0.632735,-0.162356,-0.757157
-62.88643646,121.87086487,-14.45904064,-0.411997,-0.696589,-0.587385
-62.67166519,132.20982361,-23.17438889,0.275714,-0.451308,-0.848706
-62.62607574,124.54251099,-9.89051628,-0.638876,-0.073550,0.765786
-62.62395096,120.60592651,-12.22981453,-0.716537,-0.693282,-0.077031
-62.76859665,123.65743256,-10.13232040,-0.647641,-0.123573,0.751859
-62.39313889,139.64506531,-15.35849953,0.243256,0.813436,0.528346
-62.43218231,122.00310516,-10.02844810,-0.714953,-0.244631,0.654979
-62.33496094,133.76533508,-10.70366859,-0.221913,0.472508,0.852931
-62.31154633,135.03833008,-23.88498116,0.610658,-0.155303,-0.776516
-62.48199081,138.31509399,-14.01954842,-0.079369,0.616191,0.783587
-62.36679077,121.40250397,-14.23916435,-0.412295,-0.707028,-0.574564
-62.28840637,141.19068909,-20.13211060,0.606548,0.784508,-0.129021
-62.53258133,133.04975891,-23.47338486,0.377719,-0.316550,-0.870129
-62.43497467,131.20758057,-22.41687393,0.144849,-0.595820,-0.789947
-62.35723495,120.84535217,-13.49688244,-0.541082,-0.707568,-0.454509
-62.11838531,120.74275970,-13.61141300,-0.505577,-0.699131,-0.505577
-62.02838135,140.77861023,-21.15824318,0.594704,0.783306,-0.180997
-61.95611954,140.59648132,-21.62760353,0.612805,0.756260,-0.229217
-61.96210861,139.35656738,-15.13654041,0.272840,0.821639,0.500467
-61.83692551,139.97027588,-22.71173668,0.775903,0.486363,-0.401778
-61.88097000,133.39578247,-23.25592041,0.474560,-0.212422,-0.854207
-61.75540543,120.91990662,-9.83884335,-0.773528,-0.350429,0.528066
-61.87435913,119.95485687,-10.91702938,-0.804520,-0.503023,0.315778
-61.50493240,124.72006226,-17.06630325,0.032071,-0.581467,-0.812938
-61.22351074,126.61565399,-18.48903465,-0.049573,-0.616123,-0.786088
-61.42069244,133.95506287,-10.67229939,-0.144237,0.563567,0.813380
-61.53346634,119.34471893,-11.53073597,-0.782358,-0.621076,-0.046687
-61.51728058,140.41542053,-20.92966080,0.626958,0.765280,-0.145839
-61.38113785,122.25020599,-9.17197800,-0.567476,-0.031912,0.822771
-61.49739838,124.65551758,-8.96023273,-0.645701,-0.223572,0.730127
-61.34861755,140.58073425,-19.35012817,0.636623,0.761276,-0.123169
-61.23128891,121.75660706,-9.09114456,-0.628684,-0.029404,0.777104
-61.29779434,138.46302795,-22.76520348,0.752297,0.136101,-0.644613
-61.21467972,137.38629150,-22.83434486,0.717610,0.108011,-0.688018
-61.31206512,134.94740295,-11.19994354,-0.116859,0.426605,0.896857
-61.41149902,126.91799927,-8.28652668,-0.716664,-0.073838,0.693499
-61.46670532,120.14929962,-9.92457294,-0.825802,-0.352111,0.440533
-61.30035019,126.12297821,-8.34851170,-0.634110,-0.240741,0.734812
-61.03577805,119.15323639,-12.80777454,-0.631236,-0.644561,-0.431373
-60.89495468,119.43592834,-13.27423859,-0.524468,-0.598670,-0.605415
-60.86973190,127.50418854,-19.26628304,-0.001379,-0.668888,-0.743362
-60.82919693,127.21131134,-19.01368523,-0.020984,-0.653294,-0.756814
-61.08704758,139.85704041,-21.53429031,0.702612,0.621102,-0.347230
-60.71000671,130.10731506,-8.26694584,-0.396014,0.415099,0.819064
-60.84210205,129.00790405,-20.44785118,0.076021,-0.580912,-0.810408
-60.83758926,126.63677979,-18.53468704,-0.043902,-0.627369,-0.777484
-61.08902740,138.36755371,-13.94271088,0.009685,0.767845,0.640563
-60.67887115,139.11875916,-15.48756886,0.271860,0.903752,0.330641
-60.78149796,119.96128082,-9.07722664,-0.711780,-0.286311,0.641401
-60.90540695,119.74615479,-9.33946991,-0.747044,-0.338682,0.572031
-60.44121170,136.35202026,-22.14068604,0.748056,0.088950,-0.657648
-60.52411270,133.32440186,-9.88598919,-0.203868,0.574816,0.792480
-60.32138824,133.67913818,-22.16336823,0.646910,-0.070598,-0.759291
-60.36492920,139.37779236,-20.69062614,0.760474,0.607443,-0.229548
-60.62699509,138.05142212,-22.07545471,0.750793,0.116987,-0.650095
-60.24853516,120.23936462,-8.50576401,-0.640586,-0.116874,0.758940
-60.18325424,138.76866150,-15.06893063,0.363273,0.857943,0.363273
-60.22086334,130.56965637,-8.26004410,-0.375451,0.397444,0.837302
-60.22218704,138.52491760,-14.44340801,0.305363,0.863917,0.400501
-60.33718109,124.39586639,-16.83044052,-0.004083,-0.567506,-0.823359
-60.30463791,137.63725281,-21.74804497,0.728564,0.092353,-0.678723
-60.21232224,134.83554077,-10.94194031,-0.245949,0.524382,0.815189
-60.26803207,137.95053101,-13.46453571,0.026689,0.754306,0.655980
-60.43781281,139.28083801,-16.18055725,0.278565,0.903494,0.325730
-60.58979034,118.11111450,-11.18458557,-0.748959,-0.660511,-0.052784
-60.33793640,135.81350708,-11.45538616,-0.017574,0.498826,0.866524
-60.23938370,126.44184875,-18.40449524,-0.004128,-0.615078,-0.788456
-60.16126251,132.49066162,-21.85272217,0.550538,-0.202830,-0.809795
-59.84099579,128.45529175,-7.26383448,-0.317806,0.220897,0.922065
-60.01662445,126.61344910,-18.53231239,0.015196,-0.603682,-0.797081
-60.04739380,137.37242126,-21.51538658,0.701238,0.111190,-0.704203
-60.05195236,131.11930847,-8.44027328,-0.266540,0.427986,0.863588
-60.10695648,136.41156006,-11.88594246,0.079779,0.659992,0.747024
-60.02081299,129.11181641,-20.39813614,0.173227,-0.561857,-0.808894
-60.15601349,124.38061523,-16.82164192,0.006826,-0.563790,-0.825890
-59.80919266,138.02006531,-13.69841671,0.229407,0.849263,0.475526
-59.97524261,117.40740204,-10.61889744,-0.760132,-0.649768,0.001380
-59.84822083,117.95404816,-8.98375797,-0.775179,-0.364124,0.516247
-59.74188995,117.21659088,-11.26668167,-0.704363,-0.685948,-0.182613
-59.75871277,123.74756622,-7.67586327,-0.683904,-0.149462,0.714098
-59.39094925,136.07446289,-21.18202591,0.651028,0.092168,-0.753437
-59.60138702,130.06301880,-20.89360428,0.325192,-0.424773,-0.844878
-59.53462982,118.38797760,-13.04414177,-0.322341,-0.646302,-0.691657
-59.46013260,137.97543335,-13.86124134,0.270598,0.886546,0.375250
-59.41664886,133.65180969,-21.34664345,0.683141,-0.006928,-0.730254
-59.46176147,131.80764771,-8.72470760,-0.117811,0.530876,0.839221
-59.38237381,139.00001526,-16.60423851,0.482343,0.844481,0.232803
-59.42994308,138.25404358,-20.43325233,0.744869,0.508090,-0.432452
-59.50315857,117.84792328,-8.59002876,-0.738521,-0.293166,0.607157
-59.42545319,130.72679138,-21.07773209,0.448755,-0.220625,-0.865993
-58.91220474,124.63578033,-6.53316355,-0.657145,-0.162389,0.736064
-58.97943497,135.09176636,-10.76410294,-0.073260,0.610499,0.788621
-59.16391754,135.68826294,-11.33100224,-0.035296,0.673447,0.738392
-59.08229065,132.50865173,-21.05615807,0.633552,-0.043938,-0.772452
-59.12137604,128.45935059,-7.00645781,-0.369111,0.270482,0.889155
-59.09809875,130.64279175,-7.89999104,-0.152034,0.521049,0.839877
-59.20698166,138.46162415,-15.53673935,0.460994,0.808734,0.365286
-59.00064087,138.37982178,-15.60748005,0.467328,0.815843,0.340595
-59.17323303,127.02452087,-6.64485502,-0.594047,0.112942,0.796463
-58.89075470,116.82150269,-11.87634754,-0.531607,-0.639616,-0.555234
-58.53874969,119.28829956,-13.94408512,-0.054030,-0.497353,-0.865864
-58.36590576,126.03292084,-6.08525944,-0.536272,0.099203,0.838195
-58.73986435,121.10836029,-7.37638283,-0.560172,-0.144129,0.815741
-58.59949493,136.20040894,-20.40939140,0.714098,0.149462,-0.683904
-58.62915039,132.53788757,-20.66655159,0.642481,-0.001376,-0.766300
-58.32509232,132.79493713,-20.39032745,0.644897,-0.012482,-0.764168
-58.41312408,134.81724548,-20.35946274,0.648959,0.018143,-0.760607
-58.38978577,127.84149170,-6.47917986,-0.306884,0.309849,0.899897
-58.54862595,124.70919800,-17.11392403,-0.085981,-0.648501,-0.756342
-58.69271851,137.73725891,-13.74826908,0.211189,0.915151,0.343361
-58.54782104,126.55273438,-18.47140503,0.006714,-0.508944,-0.860773
-58.06060410,122.59924316,-6.49180937,-0.689050,-0.182621,0.701327
-57.84711075,118.43022919,-6.98059988,-0.584575,-0.085160,0.806858
-58.18989944,135.07499695,-20.16062546,0.659992,0.035331,-0.750441
-57.88793182,134.14392090,-19.96401405,0.647613,0.015320,-0.761815
-57.90803528,134.63090515,-19.96206856,0.637004,0.040960,-0.769772
-57.96683502,127.17988586,-6.14010000,-0.319061,0.283774,0.904252
-57.73797226,119.53664398,-6.74853516,-0.587180,-0.103449,0.802819
-57.47358704,118.89760590,-6.67898512,-0.528471,-0.114381,0.841210
-57.68170929,118.36482239,-6.86253881,-0.585857,-0.049410,0.808907
-57.69231796,123.12163544,-16.00296783,-0.042896,-0.518898,-0.853759
-57.73585129,123.90704346,-16.53683281,-0.046466,-0.592798,-0.804009
-57.56737137,114.44646454,-10.49572945,-0.713265,-0.625926,-0.315389
-57.57330704,120.07480621,-14.34928608,0.076571,-0.466386,-0.881261
-57.58946228,133.38638306,-19.72722626,0.652019,0.082773,-0.753671
-57.50778198,133.05065918,-19.70092392,0.634960,0.110492,-0.764603
-57.34765244,130.24740601,-7.39002705,-0.084482,0.548414,0.831928
-57.63455200,133.15287781,-9.21296978,-0.128540,0.574738,0.808179
-57.52658844,126.64796448,-5.77512407,-0.377417,0.295568,0.877608
-57.39786148,131.91896057,-19.75103378,0.622889,0.043786,-0.781084
-57.07667923,121.84169006,-5.70975494,-0.669700,-0.107921,0.734748
-57.33315659,131.16218567,-19.71458244,0.625522,-0.006904,-0.780176
-56.99085617,131.03367615,-7.87449121,-0.102178,0.525283,0.844770
-57.10254669,137.38269043,-14.17833996,0.463870,0.881493,0.088289
-57.14833832,135.45750427,-19.01402092,0.751574,0.232816,-0.617197
-57.21889496,114.10565948,-10.59744549,-0.659173,-0.605772,-0.445568
-56.98774338,137.02253723,-13.16936493,0.382164,0.807502,0.449323
-56.96650696,113.44112396,-8.69456100,-0.768089,-0.615992,0.174911
-56.84363556,113.47013092,-10.31831455,-0.636257,-0.629577,-0.445881
-57.00279617,136.38740540,-18.29581451,0.724142,0.465638,-0.508722
-57.11429214,136.79071045,-17.97542191,0.730688,0.563205,-0.385869
-56.83131790,113.27690125,-8.66792583,-0.769635,-0.618430,0.158766
-56.82703400,113.22544861,-8.86330032,-0.762036,-0.633787,0.132722
-56.61215591,136.86740112,-16.31943130,0.621356,0.781337,-0.058565
-56.79304886,130.22526550,-19.29155350,0.597522,0.012420,-0.801756
-56.51412201,119.30795288,-5.83296680,-0.678724,-0.166249,0.715329
-56.80873871,115.48814392,-6.61718369,-0.600682,-0.174882,0.780126
-56.73521042,137.13636780,-14.32360172,0.630214,0.776391,0.006895
-56.41455460,125.58689880,-5.19395542,-0.348424,0.173507,0.921138
-56.51414108,117.63545227,-6.14021158,-0.530477,-0.139599,0.836126
-56.52661514,113.33252716,-10.48438931,-0.544587,-0.649121,-0.531099
-56.42948532,113.19420624,-7.55933475,-0.784446,-0.490076,0.380092
-56.50110626,115.64791870,-6.36439085,-0.590460,-0.103513,0.800401
-56.52455902,136.93487549,-14.48652935,0.701919,0.710497,-0.050035
-56.25423431,128.88356018,-18.88852119,0.547508,-0.156644,-0.822008
-56.22914886,134.62814331,-18.26343346,0.679255,0.196504,-0.707106
-56.39487457,135.10612488,-18.28116608,0.682275,0.227425,-0.694823
-56.08587646,123.28234100,-16.19831848,-0.084809,-0.564915,-0.820779
-56.11032867,123.45651245,-16.31619072,-0.090793,-0.569255,-0.817133
-56.13420868,112.38895416,-8.37120819,-0.859991,-0.498192,0.110550
-56.41287613,133.84846497,-9.49565411,-0.085172,0.596202,0.798304
-56.27767563,133.04353333,-18.73246002,0.629367,0.129444,-0.766251
-56.09011841,136.25300598,-17.00357819,0.667684,0.677385,-0.308784
-55.99176025,116.27442932,-12.63138580,-0.121163,-0.454719,-0.882355
-56.19150925,113.87626648,-6.67246532,-0.720148,-0.343005,0.603104
-55.96439362,130.73001099,-7.57003498,-0.149833,0.547411,0.823342
-55.85245514,112.44313812,-7.27252865,-0.830352,-0.406477,0.381171
-55.69833374,120.94013977,-4.73348188,-0.673996,-0.199875,0.711182
-55.85245514,121.47010803,-15.07386208,-0.059717,-0.493008,-0.867973
-55.46226883,131.36653137,-18.05930138,0.616337,0.061491,-0.785078
-55.66786957,127.63666534,-18.39517593,0.403545,-0.035724,-0.914262
-55.80351257,128.40583801,-6.22570944,-0.076471,0.468561,0.880115
-55.58954620,133.45614624,-9.12088108,-0.012500,0.659730,0.751398
-55.67881393,111.57859039,-9.02458286,-0.835181,-0.511982,-0.200866
-55.37139130,118.74457550,-4.97985172,-0.596169,-0.250108,0.762908
-55.15848160,118.61557770,-13.79922676,-0.034968,-0.356155,-0.933773
-55.27650070,124.70429993,-17.18889427,0.031217,-0.487249,-0.872705
-54.98706436,131.54870605,-17.68840599,0.633858,0.020896,-0.773167
-55.26303101,129.06781006,-6.52755785,-0.072728,0.432254,0.898814
-55.02839279,127.20090485,-5.50461912,-0.086156,0.492925,0.865796
-54.86362457,121.30033875,-3.96579170,-0.513924,-0.117261,0.849784
-54.97574615,135.52351379,-12.41179752,0.460052,0.851325,0.252188
-54.91622543,119.38690948,-4.41873121,-0.628500,-0.178916,0.756952
-54.56856918,126.96837616,-5.32789040,-0.045314,0.487474,0.871961
-54.85960388,127.06758881,-18.00448990,0.462963,-0.079246,-0.882828
-54.78204727,125.56632233,-4.71265030,-0.121949,0.304202,0.944769
-54.56966400,129.31547546,-6.57390594,-0.083025,0.398792,0.913275
-54.62347794,111.33159637,-5.98269320,-0.693084,-0.329499,0.641143
-54.49873352,111.24990082,-10.19846439,-0.438846,-0.541519,-0.717057
-54.05713272,134.45289612,-10.81485558,0.370724,0.843124,0.389495
-54.10191345,134.86824036,-12.08922577,0.564946,0.794020,0.224431
-54.53368378,132.45777893,-17.33535576,0.657019,0.006916,-0.753843
-54.45977402,112.06674194,-5.53933191,-0.634932,-0.209574,0.743600
-54.43563843,135.20053101,-12.43705559,0.551901,0.808741,0.203332
-54.45017242,119.34848022,-4.03326416,-0.642901,-0.149057,0.751306
-54.08623123,135.08229065,-14.39258575,0.682268,0.718256,-0.136454
-54.22278595,124.53675842,-16.98213005,0.177367,-0.361830,-0.915216
-54.28717804,121.01764679,-3.70848083,-0.469710,-0.076659,0.879486
-54.25519943,109.77515411,-8.77622604,-0.640902,-0.680241,-0.355692
-54.05754089,117.31494141,-4.22917843,-0.635724,-0.205721,0.743998
-54.31970596,122.27724457,-3.69327879,-0.411521,0.089461,0.906999
-54.32904434,133.51634216,-9.40630150,0.252010,0.781074,0.571327
-54.16513062,131.59727478,-7.67599869,-0.169356,0.547033,0.819801
-54.20649719,113.19016266,-5.08875751,-0.604883,-0.138899,0.784107
-54.33517456,111.18611145,-5.78070259,-0.645240,-0.333185,0.687498
-54.26680756,134.95079041,-15.55086327,0.670280,0.679925,-0.297367
-54.08695221,134.98994446,-12.64546204,0.600662,0.784323,0.155058
-53.93937683,110.69671631,-5.66407633,-0.650031,-0.340492,0.679356
-54.00419235,134.48689270,-11.00703812,0.417862,0.849704,0.321551
-53.96408081,124.20494080,-4.04746532,-0.344395,0.350517,0.870936
-53.56069946,133.93872070,-10.36925030,0.398411,0.775681,0.489476
-53.90547943,127.18347168,-17.39298820,0.566921,-0.006830,-0.823744
-53.79529190,127.38428497,-5.51829052,-0.085668,0.481710,0.872133
-53.76740265,123.15466309,-16.30044746,0.084573,-0.439501,-0.894252
-53.64583206,109.51409149,-9.11682129,-0.523879,-0.635056,-0.567676
-53.57025146,113.71710205,-11.81562805,-0.191761,-0.382080,-0.904015
-53.74237061,132.45895386,-8.29262066,-0.032441,0.695361,0.717928
-53.75332260,125.26578522,-4.48006725,-0.191730,0.417122,0.888397
-53.82114410,122.52990723,-15.98039436,-0.025535,-0.463655,-0.885648
-53.71019363,109.32198334,-6.44072866,-0.741752,-0.565688,0.360280
-53.50113297,134.31907654,-15.08388329,0.728654,0.647519,-0.223121
-53.52047729,108.73819733,-7.15146351,-0.791453,-0.572376,0.214448
-53.25596237,109.35645294,-5.73641682,-0.692341,-0.430015,0.579441
-53.45278168,126.73034668,-5.16923714,-0.067020,0.433580,0.898619
-53.50356674,122.07467651,-3.29179192,-0.402571,0.035637,0.914695
-53.18453598,126.38683319,-16.91010284,0.488099,0.014791,-0.872663
-53.27399826,133.80516052,-15.55353546,0.735959,0.528508,-0.423135
-53.25925827,115.31651306,-4.12672186,-0.641206,-0.172105,0.747820
-52.68929291,110.20266724,-10.34965420,-0.375808,-0.535241,-0.756496
-52.95831680,108.30673981,-6.36604214,-0.808924,-0.503015,0.304332
-52.72264099,117.87524414,-3.00431633,-0.641309,-0.192239,0.742811
-53.07230377,116.29591370,-3.67823052,-0.663338,-0.196373,0.722095
-52.80521774,115.77053070,-3.58245492,-0.654229,-0.212896,0.725713
-52.95394135,134.05448914,-12.20203781,0.604336,0.790733,0.097567
-52.85662460,127.21762848,-5.30807829,-0.124760,0.402315,0.906961
-52.83182907,109.24847412,-9.47243977,-0.462529,-0.569395,-0.679600
-52.78740692,108.37675476,-5.87223864,-0.774818,-0.455104,0.438792
-52.76430130,107.81615448,-6.70126200,-0.834271,-0.500563,0.231147
-52.45568848,108.60198975,-9.22397423,-0.485917,-0.519313,-0.702993
-52.59523392,112.75656891,-4.17556334,-0.526304,-0.168477,0.833439
-52.52440262,112.29546356,-4.22162199,-0.547779,-0.127766,0.826809
-52.35545731,127.46075439,-5.34682465,-0.149127,0.399092,0.904703
-52.14100647,114.98776245,-3.22533464,-0.666054,-0.237764,0.706994
-52.29910660,120.47968292,-15.07188320,-0.128743,-0.487486,-0.863587
-52.29987335,123.87831879,-3.41241455,-0.107138,0.416028,0.903018
-52.26035690,120.60368347,-15.14928246,-0.122433,-0.485410,-0.865672
-52.12190247,129.36932373,-15.80502987,0.582015,0.043476,-0.812015
-51.88397598,132.38198853,-8.67947769,0.297288,0.783758,0.545292
-52.00510025,132.24716187,-15.13060188,0.630526,0.380291,-0.676621
-52.00235748,110.20314789,-4.34454203,-0.582553,-0.263649,0.768844
-52.02571869,110.86774445,-10.94538975,-0.182818,-0.428526,-0.884841
-51.86526489,132.79882813,-14.44400787,0.640165,0.656706,-0.398655
-51.54370880,130.68031311,-15.24159145,0.608647,0.125876,-0.783393
-51.46804047,116.40484619,-13.06315517,-0.100389,-0.391929,-0.914502
-51.59225845,118.59731293,-2.13239956,-0.494856,0.144515,0.856874
-51.45589066,111.94294739,-3.56260252,-0.547461,-0.192597,0.814367
-51.21514893,113.69110107,-2.87521434,-0.610897,-0.254146,0.749810
-51.42681885,120.95051575,-15.42125988,-0.041898,-0.447361,-0.893371
-51.51557159,119.43094635,-2.23464370,-0.450552,0.044649,0.891633
-51.46023178,117.75350952,-13.74292278,-0.116042,-0.479927,-0.869600
-50.85406113,132.32798767,-11.08425236,0.593324,0.804531,-0.026401
-50.99194336,125.40586853,-4.25547171,0.030574,0.429371,0.902610
-51.08299255,123.46282959,-3.24895477,-0.003861,0.397641,0.917533
-50.73771286,130.80702209,-14.58642673,0.619362,0.278633,-0.733999
-51.02855682,129.56228638,-15.07449532,0.502469,0.123083,-0.855790
-51.12551498,110.96628571,-11.14808846,-0.115253,-0.392970,-0.912300
-51.12437057,116.98369598,-13.37417030,-0.135694,-0.441362,-0.887010
